memberID,HHID,villageID,unionID,upazilaID,districtID,relationship_hh_head,sex,bl_age_reported,marital_status,highest_class_passed,still_in_school,employment_status,randomization_sample
1894451018802,18944510188,1894451,1894,18,9,Husband/Wife,Female,16,Currently married,Class Five,No,Unemployed,Yes
1894451019103,18944510191,1894451,1894,18,9,Son/Daughter,Female,16,Never married,No Class Passed,No,Unemployed,Yes
1894451022406,18944510224,1894451,1894,18,9,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1894451023705,18944510237,1894451,1894,18,9,Son/Daughter,Female,16,Never married,No Class Passed,No,Unemployed,Yes
1894451023708,18944510237,1894451,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1894451024508,18944510245,1894451,1894,18,9,Spouse of Son/Daughter,Female,17,Currently married,Class Five,No,Unemployed,Yes
1894451024709,18944510247,1894451,1894,18,9,Spouse of Son/Daughter,Female,17,Currently married,Class Six,No,Unemployed,Yes
1894451024807,18944510248,1894451,1894,18,9,Spouse of Son/Daughter,Female,16,Currently married,Class Three,No,Unemployed,Yes
1894451025303,18944510253,1894451,1894,18,9,Son/Daughter,Female,15,Never married,Class Three,No,Unemployed,Yes
1894451025404,18944510254,1894451,1894,18,9,Spouse of Son/Daughter,Female,16,Currently married,Class Five,No,Unemployed,Yes
1894451026005,18944510260,1894451,1894,18,9,Son/Daughter,Female,15,Never married,Class Four,No,Unemployed,Yes
1894451027603,18944510276,1894451,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1894451029408,18944510294,1894451,1894,18,9,Son/Daughter,Female,16,Never married,No Class Passed,No,Unemployed,Yes
1894451029903,18944510299,1894451,1894,18,9,Son/Daughter,Female,16,Never married,Class Eight,Yes,Unemployed,Yes
1894451030506,18944510305,1894451,1894,18,9,Son/Daughter,Female,15,Never married,No Class Passed,No,Unemployed,Yes
1894451031302,18944510313,1894451,1894,18,9,Son/Daughter,Female,15,Never married,Class Three,No,Unemployed,Yes
1894451032905,18944510329,1894451,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1894466000103,18944660001,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Six,No,Unemployed,Yes
1894466000705,18944660007,1894466,1894,18,9,Son/Daughter,Female,17,Never married,Class Five,No,Unemployed,Yes
1894466001703,18944660017,1894466,1894,18,9,Son/Daughter,Female,17,Engaged to be married,Class Five,No,Unemployed,Yes
1894466002203,18944660022,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Six,No,Part-time employment - outside the home,Yes
1894466002803,18944660028,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Six,No,Unemployed,Yes
1894466003904,18944660039,1894466,1894,18,9,Son/Daughter,Female,17,Never married,HSC/ Equivalent,Yes,Unemployed,Yes
1894466005703,18944660057,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Five,No,Unemployed,Yes
1894466006804,18944660068,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1894466006902,18944660069,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Part-time employment - outside the home,Yes
1894466007203,18944660072,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
1894466007504,18944660075,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Five,No,Unemployed,Yes
1894466007705,18944660077,1894466,1894,18,9,Spouse of Son/Daughter,Female,17,Currently married,Class Five,No,Unemployed,Yes
1894466012703,18944660127,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Six,No,Unemployed,Yes
1894466013103,18944660131,1894466,1894,18,9,Son/Daughter,Female,17,Never married,Class Three,No,Unemployed,Yes
1894466016703,18944660167,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,Yes,Unemployed,Yes
1894466017005,18944660170,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Six,Yes,Unemployed,Yes
1894466017303,18944660173,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Five,No,Unemployed,Yes
1894466017403,18944660174,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Five,No,Unemployed,Yes
1894466018204,18944660182,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Seven,No,Unemployed,Yes
1894466018604,18944660186,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Six,Yes,Unemployed,Yes
1894466019902,18944660199,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Five,No,Unemployed,Yes
1894466020004,18944660200,1894466,1894,18,9,Son/Daughter,Female,15,Never married,SSC/Equivalent,Yes,Unemployed,Yes
1894466021204,18944660212,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1894466022303,18944660223,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1894466027203,18944660272,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1894466027704,18944660277,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,Yes,Unemployed,Yes
1894466027805,18944660278,1894466,1894,18,9,Son/Daughter,Female,16,Never married,HSC/First year,Yes,Unemployed,Yes
1894466029203,18944660292,1894466,1894,18,9,Son/Daughter,Female,16,Engaged to be married,Class Five,No,Unemployed,Yes
1894466029803,18944660298,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1894466030404,18944660304,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1894466031403,18944660314,1894466,1894,18,9,Son/Daughter,Female,15,Never married,No Class Passed,No,Unemployed,Yes
1894466033104,18944660331,1894466,1894,18,9,Son/Daughter,Female,17,Never married,Class Seven,No,Unemployed,Yes
1894466034605,18944660346,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Three,Yes,Unemployed,Yes
1894466034806,18944660348,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
1894466035403,18944660354,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Four,No,Unemployed,Yes
1894466035404,18944660354,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1894466037404,18944660374,1894466,1894,18,9,Son/Daughter,Female,15,Engaged to be married,Class Five,No,Unemployed,Yes
1894466038403,18944660384,1894466,1894,18,9,Son/Daughter,Female,16,Never married,No Class Passed,No,Unemployed,Yes
1894466040004,18944660400,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1894466041203,18944660412,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
1894466041607,18944660416,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1894466041902,18944660419,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Five,No,Unemployed,Yes
1894466042402,18944660424,1894466,1894,18,9,Husband/Wife,Female,17,Currently married,Class Three,No,Unemployed,Yes
1894466042603,18944660426,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1894466043503,18944660435,1894466,1894,18,9,Son/Daughter,Female,17,Never married,SSC/Equivalent,Yes,Unemployed,Yes
1894466043604,18944660436,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Six,Yes,Unemployed,Yes
1894466043703,18944660437,1894466,1894,18,9,Son/Daughter,Female,17,Never married,Class Eight,No,Unemployed,Yes
1894466043704,18944660437,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Six,Yes,Unemployed,Yes
1894466044004,18944660440,1894466,1894,18,9,Son/Daughter,Female,17,Never married,Class Seven,No,Unemployed,Yes
1894466044005,18944660440,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
1894466044104,18944660441,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
1894466044305,18944660443,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1894466044804,18944660448,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
1894466045603,18944660456,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1894466045704,18944660457,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
1894466045806,18944660458,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class One,Yes,Unemployed,Yes
1894466047703,18944660477,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1894466048902,18944660489,1894466,1894,18,9,Son/Daughter,Female,17,Never married,Class Eight,No,Unemployed,Yes
1894466050403,18944660504,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1894466050704,18944660507,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
1894466050803,18944660508,1894466,1894,18,9,Son/Daughter,Female,15,Never married,No Class Passed,No,Unemployed,Yes
1894466050904,18944660509,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
1894466051003,18944660510,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
1894466051103,18944660511,1894466,1894,18,9,Son/Daughter,Female,17,Never married,SSC/Equivalent,Yes,Unemployed,Yes
1894466051503,18944660515,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Five,No,Unemployed,Yes
1894466052004,18944660520,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
1894466053404,18944660534,1894466,1894,18,9,Son/Daughter,Female,17,Never married,HSC/First year,Yes,Unemployed,Yes
1894466053603,18944660536,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
1894466055303,18944660553,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Four,Yes,Unemployed,Yes
1894466056303,18944660563,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Three,No,Unemployed,Yes
1894466056702,18944660567,1894466,1894,18,9,Son/Daughter,Female,17,Separated,No Class Passed,No,Unemployed,Yes
1894466056803,18944660568,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Six,Yes,Unemployed,Yes
1894466057105,18944660571,1894466,1894,18,9,Brother/Sister,Female,15,Never married,Class Five,No,Unemployed,Yes
1894466057404,18944660574,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Five,Yes,Unemployed,Yes
1894466057405,18944660574,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,Yes,Unemployed,Yes
1894466057602,18944660576,1894466,1894,18,9,Husband/Wife,Female,17,Currently married,No Class Passed,No,Unemployed,Yes
1894466058504,18944660585,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
1894466058703,18944660587,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Seven,Yes,Unemployed,Yes
1894466062403,18944660624,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
1894466062703,18944660627,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
1894466063704,18944660637,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Five,Yes,Unemployed,Yes
1894466066007,18944660660,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Three,Yes,Unemployed,Yes
1894466066507,18944660665,1894466,1894,18,9,Son/Daughter,Female,17,Never married,Class Eight,No,Unemployed,Yes
1894466066508,18944660665,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Seven,No,Unemployed,Yes
1894466067103,18944660671,1894466,1894,18,9,Son/Daughter,Female,16,Never married,SSC/Equivalent,Yes,Unemployed,Yes
1894466068105,18944660681,1894466,1894,18,9,Son/Daughter,Female,15,Never married,No Class Passed,No,Unemployed,Yes
1894466068303,18944660683,1894466,1894,18,9,Son/Daughter,Female,16,Never married,HSC/First year,Yes,Unemployed,Yes
1894466069803,18944660698,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
1894466070003,18944660700,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Five,No,Unemployed,Yes
1894466070205,18944660702,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Eight,Yes,Unemployed,Yes
1894466070504,18944660705,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
1894466070704,18944660707,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Seven,Yes,Unemployed,Yes
1894466070803,18944660708,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Five,No,Unemployed,Yes
1894466070904,18944660709,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
1894466071605,18944660716,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Six,Yes,Unemployed,Yes
1894466072103,18944660721,1894466,1894,18,9,Son/Daughter,Female,17,Never married,Class Five,No,Unemployed,Yes
1894466072306,18944660723,1894466,1894,18,9,Spouse of Son/Daughter,Female,16,Currently married,No Class Passed,No,Unemployed,Yes
1894466073110,18944660731,1894466,1894,18,9,Spouse of Son/Daughter,Female,17,Currently married,Class Two,No,Unemployed,Yes
1894466073404,18944660734,1894466,1894,18,9,Brother/Sister,Female,15,Never married,Class Seven,Yes,Unemployed,Yes
1894466074802,18944660748,1894466,1894,18,9,Husband/Wife,Female,16,Currently married,No Class Passed,No,Unemployed,Yes
1894466075304,18944660753,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Three,No,Unemployed,Yes
1894466076103,18944660761,1894466,1894,18,9,Son/Daughter,Female,16,Never married,Class Three,Yes,Unemployed,Yes
1894466077703,18944660777,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Two,Yes,Unemployed,Yes
1894466078405,18944660784,1894466,1894,18,9,Brother/Sister,Female,15,Engaged to be married,Class Five,No,Unemployed,Yes
1894466078805,18944660788,1894466,1894,18,9,Son/Daughter,Female,15,Never married,Class Five,Yes,Unemployed,Yes
313026002003,3130260020,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
313026003803,3130260038,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
313026004704,3130260047,313026,313,3,6,Son/Daughter,Female,17,Never married,Class Seven,No,Unemployed,Yes
313026004804,3130260048,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026005302,3130260053,313026,313,3,6,Son/Daughter,Female,17,Never married,Class Seven,No,Unemployed,Yes
313026006504,3130260065,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
313026006703,3130260067,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
313026007303,3130260073,313026,313,3,6,Spouse of Son/Daughter,Female,16,Currently married,Class Six,No,Unemployed,Yes
313026007703,3130260077,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Eight,Yes,Unemployed,Yes
313026008502,3130260085,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
313026009703,3130260097,313026,313,3,6,Son/Daughter,Female,17,Never married,Class Five,No,Unemployed,Yes
313026010402,3130260104,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
313026010706,3130260107,313026,313,3,6,Grandchild,Female,16,Never married,Class Five,No,Unemployed,Yes
313026010803,3130260108,313026,313,3,6,Son/Daughter,Female,17,Never married,Class Seven,No,Unemployed,Yes
313026010908,3130260109,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026011103,3130260111,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
313026011908,3130260119,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Six,Yes,Unemployed,Yes
313026012006,3130260120,313026,313,3,6,Brother/Sister,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
313026012203,3130260122,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026012802,3130260128,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
313026013303,3130260133,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
313026013906,3130260139,313026,313,3,6,Grandchild,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
313026014004,3130260140,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
313026014304,3130260143,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026014405,3130260144,313026,313,3,6,Grandchild,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026014505,3130260145,313026,313,3,6,Son/Daughter,Female,17,Never married,Class Seven,Yes,Unemployed,Yes
313026014604,3130260146,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026014803,3130260148,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
313026015303,3130260153,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026015604,3130260156,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026017503,3130260175,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
313026017611,3130260176,313026,313,3,6,Brother/Sister,Female,17,Never married,Class Eight,No,Unemployed,Yes
313026018003,3130260180,313026,313,3,6,Son/Daughter,Female,17,Never married,Class Seven,No,Unemployed,Yes
313026018503,3130260185,313026,313,3,6,Son/Daughter,Female,17,Never married,Class Seven,No,Unemployed,Yes
313026018603,3130260186,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
313026018803,3130260188,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Seven,Yes,Unemployed,Yes
313026019307,3130260193,313026,313,3,6,Brother/Sister,Female,16,Currently married,Class Six,No,Unemployed,Yes
313026019807,3130260198,313026,313,3,6,Son/Daughter,Female,16,Currently married,Class Five,No,Unemployed,Yes
313026022103,3130260221,313026,313,3,6,Son/Daughter,Female,17,Never married,Class Seven,No,Unemployed,Yes
313026022303,3130260223,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
313026023902,3130260239,313026,313,3,6,Husband/Wife,Female,15,Currently married,Class Five,No,Unemployed,Yes
313026024004,3130260240,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Six,Yes,Unemployed,Yes
313026024403,3130260244,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
313026025003,3130260250,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Six,Yes,Unemployed,Yes
313026025410,3130260254,313026,313,3,6,Brother/Sister,Female,15,Never married,Class Five,No,Unemployed,Yes
313026025504,3130260255,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
313026027606,3130260276,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
313026028103,3130260281,313026,313,3,6,Son/Daughter,Female,17,Never married,Class Seven,No,Unemployed,Yes
313026028403,3130260284,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Six,No,Unemployed,Yes
313026028702,3130260287,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
313026029102,3130260291,313026,313,3,6,Husband/Wife,Female,16,Currently married,Class Five,No,Unemployed,Yes
313026030404,3130260304,313026,313,3,6,Son/Daughter,Female,17,Never married,Class Five,No,Unemployed,Yes
313026030405,3130260304,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
313026030803,3130260308,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
313026031806,3130260318,313026,313,3,6,Spouse of Son/Daughter,Female,16,Currently married,Class Eight,Yes,Unemployed,Yes
313026032103,3130260321,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
313026032505,3130260325,313026,313,3,6,Brother/Sister,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
313026032602,3130260326,313026,313,3,6,Husband/Wife,Female,16,Currently married,Class Six,No,Unemployed,Yes
313026032905,3130260329,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026033309,3130260333,313026,313,3,6,Spouse of Son/Daughter,Female,17,Currently married,Class Seven,No,Unemployed,Yes
313026033606,3130260336,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Seven,Yes,Unemployed,Yes
313026034004,3130260340,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026034803,3130260348,313026,313,3,6,Son/Daughter,Female,17,Never married,Class Six,No,Unemployed,Yes
313026035707,3130260357,313026,313,3,6,Brother/Sister,Female,17,Never married,Class Nine,Yes,Unemployed,Yes
313026038804,3130260388,313026,313,3,6,Son/Daughter,Female,17,Never married,Class Nine,Yes,Unemployed,Yes
313026039004,3130260390,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Seven,Yes,Unemployed,Yes
313026040803,3130260408,313026,313,3,6,Son/Daughter,Female,17,Never married,Class Eight,No,Unemployed,Yes
313026041305,3130260413,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
313026041404,3130260414,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
313026042204,3130260422,313026,313,3,6,Spouse of Son/Daughter,Female,17,Currently married,No Class Passed,No,Unemployed,Yes
313026044003,3130260440,313026,313,3,6,Niece/Nephew,Female,16,Never married,No Class Passed,No,Unemployed,Yes
313026045106,3130260451,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Seven,Yes,Unemployed,Yes
313026045403,3130260454,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026047403,3130260474,313026,313,3,6,Spouse of Son/Daughter,Female,17,Currently married,Class Seven,No,Unemployed,Yes
313026047504,3130260475,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
313026048103,3130260481,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Eight,Yes,Unemployed,Yes
313026048104,3130260481,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
313026049003,3130260490,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
313026049303,3130260493,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
313026050403,3130260504,313026,313,3,6,Son/Daughter,Female,16,Currently married,Class Six,No,Unemployed,Yes
313026050804,3130260508,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
313026051003,3130260510,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
313026051004,3130260510,313026,313,3,6,Spouse of Son/Daughter,Female,16,Currently married,Class Six,No,Unemployed,Yes
313026051904,3130260519,313026,313,3,6,Son/Daughter,Female,16,Never married,SSC/Equivalent,Yes,Unemployed,Yes
313026052803,3130260528,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
313026053005,3130260530,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026055703,3130260557,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
313026055704,3130260557,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026056403,3130260564,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
313026057102,3130260571,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
313026058407,3130260584,313026,313,3,6,Brother/Sister,Female,16,Never married,SSC/Equivalent,Yes,Unemployed,Yes
313026059105,3130260591,313026,313,3,6,Brother/Sister in law,Female,17,Never married,HSC/First year,Yes,Unemployed,Yes
313026059303,3130260593,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Five,No,Unemployed,Yes
313026059603,3130260596,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Five,No,Unemployed,Yes
313026060302,3130260603,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
313026061503,3130260615,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
313026061904,3130260619,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
313026062102,3130260621,313026,313,3,6,Son/Daughter,Female,17,Never married,SSC/Equivalent,Yes,Unemployed,Yes
313026062306,3130260623,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026062503,3130260625,313026,313,3,6,Son/Daughter,Female,17,Never married,SSC/Equivalent,Yes,Unemployed,Yes
313026062504,3130260625,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Six,Yes,Unemployed,Yes
313026063007,3130260630,313026,313,3,6,Niece/Nephew,Female,16,Never married,SSC/Equivalent,Yes,Unemployed,Yes
313026063010,3130260630,313026,313,3,6,Niece/Nephew,Female,16,Never married,No Class Passed,No,Unemployed,Yes
313026063304,3130260633,313026,313,3,6,Grandchild,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026064203,3130260642,313026,313,3,6,Son/Daughter,Female,17,Never married,SSC/Equivalent,Yes,Unemployed,Yes
313026064304,3130260643,313026,313,3,6,Grandchild,Female,15,Never married,No Class Passed,No,Unemployed,Yes
313026064705,3130260647,313026,313,3,6,Brother/Sister,Female,17,Never married,SSC/Equivalent,Yes,Unemployed,Yes
313026065005,3130260650,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026065104,3130260651,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026065604,3130260656,313026,313,3,6,Son/Daughter,Female,16,Never married,SSC/Equivalent,Yes,Unemployed,Yes
313026066404,3130260664,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026066702,3130260667,313026,313,3,6,Spouse of Son/Daughter,Female,17,Currently married,Class Five,No,Unemployed,Yes
313026067602,3130260676,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Seven,Yes,Unemployed,Yes
313026068305,3130260683,313026,313,3,6,Spouse of Son/Daughter,Female,17,Currently married,Class Five,No,Unemployed,Yes
313026068705,3130260687,313026,313,3,6,Brother/Sister in law,Female,16,Never married,No Class Passed,No,Unemployed,Yes
313026069202,3130260692,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Nine,Yes,Unemployed,Yes
313026069204,3130260692,313026,313,3,6,Spouse of Son/Daughter,Female,17,Currently married,Class Eight,No,Unemployed,Yes
313026069604,3130260696,313026,313,3,6,Son/Daughter,Female,16,Never married,Class Six,No,Unemployed,Yes
313026071405,3130260714,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Nine,Yes,Unemployed,Yes
313026071703,3130260717,313026,313,3,6,Son/Daughter,Female,15,Never married,SSC/Equivalent,Yes,Unemployed,Yes
313026072103,3130260721,313026,313,3,6,Son/Daughter,Female,16,Never married,SSC/Equivalent,Yes,Unemployed,Yes
313026072202,3130260722,313026,313,3,6,Son/Daughter,Female,15,Never married,Class Eight,Yes,Unemployed,Yes
